name	SRX2359277	SRX2359276	SRX2359239	SRX2359238	SRX2359259	SRX2359258	SRX2359271	SRX2359270	SRX2359255	SRX2359254	SRX2359257	SRX2359256	SRX2359237	SRX2359236	SRX2359235	SRX2359252	SRX2359274	SRX2359273	SRX2359272	SRX2359266	SRX2359267	SRX2359268	SRX2359269	SRX2359279	SRX2359260	SRX2359261	SRX2359262	SRX2359263	SRX2359264	SRX2359265	SRX2359248	SRX2359249	SRX2359246	SRX2359247	SRX2359244	SRX2359245	SRX2359242	SRX2359243	SRX2359240	SRX2359241	SRX2359253	SRX2359275	SRX2359278	SRX2359251	SRX2359282	SRX2359280	SRX2359281	SRX2359250
hsa-miR-210-5p	2.22535874173766	2.7098196411792324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.155326345577876	0.7336084364970198	0.2996539020481644	0.0	0.0	0.0	1.8921225262863124	1.0513881740909565	0.0	0.0	0.0	0.0	0.0	1.074569769128685	0.0	3.8891035097862807	0.0	0.0	0.0	0.6742788250826329	0.0	0.0	0.0	0.0	0.0	0.6592438943420392	2.2923389268950194	0.2024567997680655	0.7752584033165555	0.0	2.834129723785717	1.2011737870246806	0.0	1.2375364609179798	3.4730439098139123	0.8272222291157407	0.0	36.207634006394535
hsa-miR-5193	1.11267937086883	0.0	0.0	0.0	0.0	4.625100885013055	1.0587113682838658	0.0	4.671505567850699	0.0	0.0	0.0	1.1737734983952315	0.046100600315102214	1.1675787889464149	0.0	2.2551846695553075	0.9460612631431562	2.6284704352273915	0.0	0.0	0.0	0.0	0.6460691216431863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.724918150271061	1.0004652163255914	0.8809744752328709	0.06278513279447993	0.0	0.134971199845377	0.8398632702596017	0.0	7.085324309464293	0.8007825246831204	1.9927483886138344	0.0	0.0	0.0	0.0	35.85406823673247
hsa-miR-659-5p	1.6690190563032452	0.0	0.7719898609939616	0.0	0.0	0.0	1.0587113682838658	0.0	0.0	3.2153444812899106	0.0	0.0	0.8803301237964237	1.0372635070897998	1.4594734861830185	0.0	0.0	0.0	0.0	2.7258384406459584	0.0	1.5788746570881602	4.276056506661384	0.9691036824647795	0.0	0.0	2.592735673190854	2.68249697548466	0.0	0.0	0.6742788250826329	0.0	0.0	0.0	1.0004652163255914	2.055607108876699	0.7848141599309991	0.0	1.079769598763016	1.550516806633111	0.0	0.0	0.8007825246831204	1.9927483886138344	0.0	0.47904053928467755	0.0	0.0	35.3352609876697
hsa-miR-10226	0.0	1.3549098205896162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0513881740909565	3.27100612877515	0.0	0.0	2.8507043377742556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.397431870979806	0.0	0.0	3.5016282571395703	0.0	0.06278513279447993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.950145843671919	0.0	0.0	15.772646760534943	35.21264632635069
hsa-miR-5581-3p	2.22535874173766	0.0	0.6175918887951694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9536909674461257	0.48405630330857324	1.1675787889464149	0.0	0.0	0.0	0.0	1.0903353762583834	0.0	5.526061299808561	0.0	0.6460691216431863	1.074569769128685	0.0	0.0	0.0	0.6727512079920691	3.203818952191012	0.0	0.0	1.725924361940146	0.0	0.0	0.5873163168219139	0.06278513279447993	0.0	0.134971199845377	0.7752584033165555	0.0	2.834129723785717	1.2011737870246806	3.985496777227669	1.2375364609179798	0.0	0.0	4.731794028160484	34.93826860909084
hsa-miR-3155a	0.0	0.0	0.0	0.0	23.932414860434136	0.0	0.0	4.281078489293023	0.0	0.0	0.0	0.0	0.0	0.09220120063020443	0.0	0.0	0.0	0.0	0.0	3.27100612877515	0.0	0.0	0.0	0.0	1.074569769128685	0.0	0.0	0.0	0.0	0.0	0.6742788250826329	0.0	0.0	0.0	1.0004652163255914	0.0	0.0941776991917199	0.0	0.0	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.3592804044635082	0.0	0.0	34.90868232721074
hsa-miR-4767	0.0	0.0	0.3087959443975847	0.0	0.0	0.0	1.0587113682838658	0.0	0.0	7.502470456343124	0.0	0.0	0.7336084364970198	0.20745270141795996	0.5837893944732074	0.0	0.0	0.9460612631431562	1.577082261136435	0.0	0.0	0.0	0.0	0.0	1.43275969217158	0.0	0.0	4.02374546322699	0.6727512079920691	0.0	2.359975887789215	2.397431870979806	0.0	0.0	1.500697824488387	3.2302397425205265	0.3453182303696396	0.0	0.0	1.098282738031787	0.0	2.834129723785717	0.8007825246831204	0.0	1.2375364609179798	0.0	0.0	0.0	34.85162319264917
hsa-miR-6868-3p	2.781698427172075	0.0	1.389581749789131	0.9792647223474412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22008253094910593	0.7837102053567376	0.0	0.0	1.5034564463702051	0.0	0.0	0.0	5.828739962424057	0.0	0.0	0.0	0.0	0.0	2.592735673190854	2.68249697548466	0.0	3.203818952191012	0.0	0.0	0.0	4.087377225406591	1.0004652163255914	2.6429234256986125	1.4440580542730383	0.0	1.079769598763016	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	2.4816666873472224	0.0	34.831055586975445
hsa-miR-9-5p	0.0	0.0	0.0	1.9585294446948824	0.0	9.25020177002611	0.0	0.0	0.0	0.0	0.0	10.194157931972345	1.1737734983952315	0.7606599051991865	0.0	0.0	1.503456446370205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3974318709798066	0.0	0.0	1.0004652163255914	0.0	0.06278513279447992	0.0	0.539884799381508	3.682477415753638	2.2859938301026523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.80981726199564
hsa-miR-26a-2-3p	1.11267937086883	2.032364730884424	0.3087959443975847	0.0	0.0	0.0	0.0	0.0	2.3357527839253494	0.0	0.0	0.0	1.2471343420449335	0.5993078040963288	0.8756840917098112	0.0	1.5034564463702051	0.9460612631431562	2.102776348181913	0.0	0.0	2.3683119856322405	0.0	0.6460691216431863	0.0	0.0	0.0	2.68249697548466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8809744752328709	0.3139256639723996	3.056451902526692	0.404913599536131	0.9690730041456943	0.0	0.0	1.2011737870246806	4.981870971534586	0.0	0.23952026964233877	0.8272222291157407	3.1545293521069886	34.79054646322074
hsa-miR-5695	0.0	1.3549098205896162	0.0	1.6321078705790686	0.0	0.0	0.0	4.281078489293023	0.0	0.0	0.0	0.0	1.1004126547455295	0.23050300157551107	1.1675787889464149	0.0	0.0	2.3651531578578906	1.577082261136435	0.0	0.0	3.1577493141763204	0.0	0.0	0.0	0.0	0.0	2.68249697548466	0.6727512079920691	0.0	0.0	0.0	0.0	0.0	1.0004652163255914	0.8809744752328709	0.6592438943420392	0.0	0.6073703993041965	0.7752584033165555	4.571987660205305	0.0	0.8007825246831204	1.9927483886138344	1.2375364609179798	0.23952026964233877	1.2408333436736112	0.0	34.22854457863399
hsa-miR-615-3p	0.0	0.0	0.3087959443975847	0.0	0.0	13.875302655039164	0.0	0.0	0.0	0.0	0.0	4.077663172788938	0.14672168729940394	0.09220120063020443	0.0	0.0	0.0	0.9460612631431562	0.0	0.0	3.8858266416160374	1.5788746570881602	0.0	0.9691036824647795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.724918150271061	0.0	0.0	0.0	0.0	0.6073703993041965	0.0	0.0	0.0	0.0	1.9927483886138344	1.8563046913769696	0.0	0.0	0.0	33.06189253403349
hsa-miR-4688	1.11267937086883	0.0	0.0	0.6528431482316275	0.0	0.0	1.0587113682838658	0.0	2.3357527839253494	0.0	5.5250450291169875	0.0	2.420907840440165	0.8989617061444931	0.8756840917098112	0.0	0.0	0.9460612631431562	0.0	0.0	3.8858266416160374	1.5788746570881602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.794863741959612	0.0	0.0	1.0004652163255914	2.055607108876699	0.06278513279447993	0.0	0.134971199845377	2.2611703430066203	0.0	0.0	0.0	0.0	0.0	0.0	1.2408333436736112	0.0	32.84204398705048
hsa-miR-548ax	1.11267937086883	0.0	0.3087959443975847	2.61137259292651	0.0	0.0	0.0	0.0	0.0	0.0	3.6833633527446583	0.0	5.502063273727648	1.8670743127616396	0.5837893944732074	0.0	2.2551846695553075	0.0	0.0	0.0	0.0	0.0	0.0	0.9691036824647795	0.0	0.0	2.592735673190854	0.0	0.0	0.0	1.0114182376239493	0.0	0.0	0.0	5.502558689790753	0.0	0.4708884959585995	0.0	0.6073703993041965	2.7134044116079443	0.0	0.0	0.8007825246831204	0.0	0.0	0.0	0.0	0.0	32.59258502607958
hsa-miR-4748	0.0	1.3549098205896162	0.0	0.9792647223474412	0.0	6.937651327519582	0.0	0.0	3.5036291758880242	0.0	0.0	0.0	1.1737734983952315	0.46100600315102214	0.5837893944732074	0.0	1.5034564463702051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68249697548466	0.0	0.0	1.0114182376239493	0.0	0.0	0.0	0.0	0.0	0.25114053117791973	3.820564878158365	0.0	1.6797265405192034	2.2859938301026523	0.0	1.2011737870246806	0.0	0.0	0.0	2.8952778019050927	0.0	32.32527297073086
hsa-miR-1266-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38762920165827774	0.0	0.0	0.0	0.0	0.0	0.3592804044635082	0.0	31.545293521069887	32.29220312719167
hsa-miR-6740-5p	1.6690190563032452	0.0	0.6175918887951694	2.284951018810696	0.0	0.0	0.0	0.0	0.0	3.2153444812899106	0.0	4.077663172788938	0.29344337459880787	0.16135210110285775	0.0	0.0	0.0	2.3651531578578906	1.0513881740909565	7.087179945679492	0.0	0.0	0.0	0.6460691216431863	1.074569769128685	0.0	0.0	0.0	0.0	0.0	0.0	2.397431870979806	0.0	0.0	0.0	0.0	0.1883553983834398	0.0	0.3374279996134425	0.9044681372026481	0.0	0.0	0.0	0.0	0.0	0.23952026964233877	0.0	3.1545293521069886	31.765458290018497
hsa-miR-4659b-3p	0.0	0.0	1.0807858053915462	3.917058889389765	0.0	0.0	0.0	0.0	4.671505567850699	0.0	0.0	0.0	1.1737734983952315	1.0257383570110241	0.0	4.055621496956932	1.5034564463702051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0933962692225898	0.0	0.0	0.0	0.0	0.0	7.192295612939419	0.0	0.0	0.0	0.0	1.0359546911089188	0.0	1.34971199845377	1.098282738031787	0.0	0.0	0.0	1.9927483886138344	0.0	0.0	0.0	0.0	31.19032975973572
hsa-miR-548l	0.0	0.0	0.0	3.264215741158137	15.954943240289424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.714351215038973	0.9681126066171465	0.5837893944732074	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.592735673190854	0.0	0.0	0.0	0.0	0.0	1.1506162412934307	0.0	0.0	0.0	0.2825330975751597	0.0	0.6073703993041965	1.8089362744052961	0.0	0.0	0.0	0.0	0.0	0.23952026964233877	0.0	0.0	31.113185416131326
hsa-miR-516a-5p	0.0	20.32364730884424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8858266416160374	0.0	0.0	0.0	0.0	0.0	0.0	4.02374546322699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.834129723785717	0.0	0.0	0.0	0.0	0.0	0.0	31.067349137472988
hsa-miR-940	1.11267937086883	0.0	0.0	0.6528431482316275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.567629527739569	1.6365713111861284	1.1675787889464149	0.0	0.0	0.0	0.0	2.180670752516767	0.0	0.0	0.0	1.938207364929559	1.074569769128685	0.0	3.8891035097862807	0.0	0.2691004831968276	0.0	0.0	0.0	0.0	2.724918150271061	0.0	2.6429234256986125	0.0941776991917199	1.528225951263346	0.944798398917639	2.1319606091205276	0.0	0.0	0.0	0.0	0.0	0.0	1.2408333436736112	3.1545293521069886	30.95132095677419
hsa-miR-561-5p	0.0	0.0	0.6175918887951694	1.6321078705790686	0.0	9.25020177002611	0.0	0.0	0.0	0.0	0.0	0.0	0.22008253094910593	0.046100600315102214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.736623971264481	0.0	0.0	1.074569769128685	0.0	0.0	0.0	0.8073014495904829	0.0	0.0	2.397431870979806	0.0	6.812295375677652	0.0	0.0	0.0	0.0	0.0	0.45223406860132404	0.0	2.834129723785717	0.0	0.0	0.0	0.0	0.0	0.0	30.880670889692706
hsa-miR-548ac	2.22535874173766	1.3549098205896162	0.926387833192754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8069692801467218	0.5993078040963288	0.0	0.0	2.2551846695553075	0.0	0.0	0.0	3.8858266416160374	3.1577493141763204	0.0	0.0	2.14913953825737	3.826886942279064	2.592735673190854	0.0	0.2691004831968276	0.0	1.3485576501652659	2.397431870979806	0.0	0.0	0.0	0.5873163168219139	1.004562124711679	0.0	0.269942399690754	0.25841946777218516	0.0	0.0	0.0	0.0	0.0	0.0	0.8272222291157407	0.0	30.743008801292206
hsa-miR-154-5p	0.0	0.0	0.0	4.8963236117372055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.054103622191655	1.3830180094530664	2.6270522751294334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71637984608579	0.0	2.592735673190854	0.0	0.40365072479524144	0.0	0.0	2.397431870979806	0.0	0.0	2.0009304326511828	3.8175560593424405	0.5650661951503194	0.0	0.6073703993041965	3.2948482140953606	2.2859938301026523	0.0	0.8007825246831204	0.0	0.0	0.23952026964233877	0.0	0.0	30.682763558534663
hsa-miR-380-3p	0.0	0.0	0.0	2.9377941670423233	0.0	0.0	0.0	0.0	3.5036291758880242	0.0	0.0	0.0	3.8881247134342045	1.9131749130767417	0.0	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	1.2921382432863726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.397431870979806	0.0	0.0	2.0009304326511828	1.4682907920547847	0.7534215935337591	0.0	0.404913599536131	3.4886628149244996	2.2859938301026523	0.0	0.0	2.9891225829207517	0.0	0.0	0.0	0.0	30.269689992574385
hsa-miR-33a-3p	1.11267937086883	2.032364730884424	0.463193916596377	2.284951018810696	0.0	0.0	1.0587113682838658	0.0	0.0	0.0	0.0	0.0	1.3204951856946354	1.1064144075624531	3.210841669602641	0.0	0.0	0.9460612631431562	2.6284704352273915	0.0	0.0	0.0	0.0	0.0	0.0	1.6400944038338845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0004652163255914	2.3492652672876555	1.0673472575061589	0.0	0.3374279996134425	2.3903800768927126	0.0	0.0	0.0	0.0	0.0	0.7185608089270163	1.2408333436736112	3.1545293521069886	30.063087092841528
hsa-miR-3065-3p	0.0	0.0	0.0	1.6321078705790686	0.0	4.625100885013055	1.0587113682838658	0.0	0.0	0.0	0.0	0.0	1.1737734983952315	0.8759114059869421	0.0	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6856970627065821	2.397431870979806	0.0	0.0	2.0009304326511828	0.5873163168219139	0.06278513279447993	1.528225951263346	0.3374279996134425	1.6797265405192034	2.2859938301026523	0.0	0.0	0.0	0.0	1.7964020223175408	0.0	4.731794028160484	29.40539747933195
hsa-miR-675-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.394230600661063	15.583307161368742	0.0	0.0	0.0	0.5873163168219139	0.0	0.0	0.0	0.0	0.0	4.251194585678576	0.0	0.0	0.0	0.0	0.0	3.1545293521069886	28.97057801663728
hsa-miR-6503-5p	0.0	0.0	0.3087959443975847	0.0	0.0	0.0	1.0587113682838658	0.0	0.0	4.287125975053214	0.0	0.0	0.22008253094910593	0.3918551026783688	0.0	0.0	0.0	0.0	0.0	1.0903353762583834	0.0	0.0	0.0	0.0	0.0	1.0933962692225898	2.592735673190854	0.0	0.0	0.0	0.6742788250826329	3.5961478064697094	0.0	0.0	1.500697824488387	2.3492652672876555	0.3767107967668796	3.820564878158365	0.7423415991495734	0.32302433471523145	0.0	0.0	1.2011737870246806	0.0	3.0938411522949494	0.23952026964233877	0.0	0.0	28.960604781114363
hsa-miR-4745-5p	0.0	0.0	0.0	0.0	0.0	0.0	1.0587113682838658	0.0	0.0	3.2153444812899106	0.0	0.0	0.0	0.11525150078775553	0.0	5.40749532927591	0.0	0.0	0.0	1.0903353762583834	0.0	0.0	0.0	0.0	0.0	3.280188807667769	0.0	0.0	1.0764019327873104	0.0	2.359975887789215	3.5961478064697094	4.602464965173723	0.0	0.0	0.5873163168219139	0.3139256639723996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47904053928467755	1.6544444582314815	0.0	28.83704443409402
hsa-miR-548n	0.0	0.0	0.3859949304969808	2.61137259292651	0.0	4.625100885013055	0.0	0.0	0.0	0.0	0.0	2.038831586394469	1.5405777166437415	0.40338025275714434	0.8756840917098112	0.0	0.0	0.0	0.0	0.0	1.9429133208080187	0.0	0.0	0.0	0.0	1.6400944038338845	0.0	0.0	0.0	0.0	0.0	2.397431870979806	0.0	0.0	0.7503489122441935	0.0	0.4708884959585995	0.0	0.404913599536131	0.9690730041456943	4.571987660205305	0.0	0.8007825246831204	0.9963741943069172	0.0	0.23952026964233877	0.8272222291157407	0.0	28.49249254140146
hsa-miR-3174	0.0	0.0	0.7719898609939616	1.305686296463255	0.0	9.25020177002611	0.0	0.0	0.0	2.143562987526607	0.0	0.0	3.154516276937185	0.8067605055142887	0.5837893944732074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9691036824647795	0.0	0.0	3.8891035097862807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12557026558895987	0.0	0.809827199072262	4.328526085184102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.138637834030995
hsa-miR-6815-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22008253094910593	0.8989617061444931	0.0	0.0	0.0	0.0	0.0	1.0903353762583834	0.0	0.0	0.0	0.0	1.074569769128685	0.0	0.0	0.0	0.0	0.0	0.6742788250826329	5.993579677449516	5.177773085820438	0.0	0.0	0.0	0.5336736287530794	0.0	0.134971199845377	0.0	0.0	0.0	0.0	0.0	1.2375364609179798	0.0	0.0	11.04085273237446	28.076614992724153
hsa-miR-939-3p	1.11267937086883	0.0	0.0	0.0	0.0	0.0	1.0587113682838658	0.0	0.0	2.143562987526607	5.5250450291169875	0.0	0.14672168729940394	0.0	0.0	0.0	2.2551846695553075	0.0	0.0	0.0	0.0	0.0	0.0	0.6460691216431863	0.0	2.1867925384451796	0.0	0.0	0.5382009663936552	8.00954738047753	0.6742788250826329	0.0	1.1506162412934307	0.0	0.0	0.5873163168219139	0.0941776991917199	1.528225951263346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23952026964233877	0.0	0.0	27.896650422905935
hsa-miR-664b-3p	1.6690190563032452	4.742184372063656	0.6175918887951694	0.0	0.0	0.0	1.588067052425799	0.0	0.0	0.0	0.0	0.0	1.6872994039431455	0.5532072037812266	0.0	0.0	0.0	0.9460612631431562	1.0513881740909565	0.0	0.0	1.5788746570881602	0.0	0.6460691216431863	0.71637984608579	0.0	0.0	0.0	0.2691004831968276	0.0	0.0	0.0	0.0	0.0	0.0	6.75413764345201	0.4708884959585995	0.0	0.134971199845377	0.5168389355443703	0.0	0.0	1.6015650493662408	1.9927483886138344	0.0	0.23952026964233877	0.0	0.0	27.77591250498309
hsa-miR-939-5p	0.0	1.3549098205896162	0.3087959443975847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2471343420449335	0.7376096050416354	0.0	0.0	0.0	0.9460612631431562	0.0	1.0903353762583834	0.0	0.0	4.276056506661384	1.2921382432863726	0.0	1.6400944038338845	0.0	0.0	1.6146028991809658	3.203818952191012	0.6742788250826329	0.0	1.725924361940146	2.724918150271061	1.0004652163255914	0.0	0.6906364607392792	0.0	0.134971199845377	1.2274924719178795	0.0	0.0	0.8007825246831204	0.0	0.0	0.0	0.8272222291157407	0.0	27.518248796549756
hsa-miR-127-5p	0.0	0.0	0.6175918887951694	1.9585294446948824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84181568088033	1.1064144075624531	1.4594734861830185	0.0	2.2551846695553075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71637984608579	0.0	0.0	2.68249697548466	0.0	0.0	0.0	0.0	0.0	0.0	2.5011630408139784	0.8809744752328709	0.5022810623558395	0.0	0.134971199845377	4.8453650207284715	0.0	0.0	0.0	1.9927483886138344	0.0	0.0	0.8272222291157407	0.0	27.322611815947724
hsa-miR-660-3p	1.6690190563032452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3668042182485099	0.8759114059869421	0.0	0.0	0.0	0.0	1.0513881740909565	1.635503064387575	0.0	0.0	0.0	0.0	0.71637984608579	0.0	2.592735673190854	0.0	0.6727512079920691	0.0	0.0	0.0	2.8765406032335767	6.812295375677652	0.0	0.0	0.941776991917199	2.2923389268950194	0.539884799381508	0.12920973388609258	0.0	0.0	0.0	1.9927483886138344	0.0	0.23952026964233877	0.8272222291157407	0.0	26.232029964648902
hsa-miR-26a-1-3p	0.0	0.0	0.6175918887951694	0.0	0.0	0.0	0.0	0.0	2.3357527839253494	0.0	0.0	0.0	4.768454837230628	1.336917409137964	2.043262880656226	0.0	0.0	0.9460612631431562	1.577082261136435	2.180670752516767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5011630408139784	2.3492652672876555	0.21974796478067976	0.0	0.6073703993041965	2.9718238793801293	0.0	0.0	0.0	0.0	0.0	0.0	1.6544444582314815	0.0	26.109609086339816
hsa-miR-299-3p	0.0	0.0	0.3087959443975847	1.305686296463255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7414030261348006	1.2447162085077597	1.7513681834196224	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.0	1.074569769128685	0.0	0.0	0.0	0.0	0.0	1.0114182376239493	0.0	0.0	0.0	5.502558689790753	1.1746326336438278	0.3767107967668796	0.0	0.0	5.103784488500657	2.2859938301026523	0.0	0.0	0.0	0.0	0.23952026964233877	0.0	0.0	26.067219637265918
hsa-miR-3684	0.0	0.0	0.0	0.0	15.954943240289424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29344337459880787	0.09220120063020443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5788746570881602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12557026558895987	0.0	0.134971199845377	0.5814438024874166	0.0	0.0	0.0	6.97461936014842	0.0	0.23952026964233877	0.0	0.0	25.975587370319108
hsa-miR-556-5p	0.0	0.0	0.3087959443975847	0.0	0.0	0.0	0.0	0.0	2.3357527839253494	0.0	0.0	0.0	5.428702430077946	0.5993078040963288	0.5837893944732074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.203818952191012	0.0	0.0	0.0	4.087377225406591	0.0	0.0	0.6278513279447993	0.0	0.944798398917639	4.00550175046887	0.0	0.0	0.0	0.0	0.0	0.0	3.308888916462963	0.0	25.434584928362288
hsa-miR-570-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29344337459880787	0.645408404411431	0.0	0.0	0.0	0.0	0.0	1.0903353762583834	5.828739962424057	2.3683119856322405	0.0	0.0	3.58189923042895	1.6400944038338845	0.0	0.0	0.8073014495904829	0.0	0.6742788250826329	0.0	0.0	0.0	0.0	0.5873163168219139	1.6951985854509581	0.0	1.214740798608393	0.38762920165827774	0.0	0.0	0.8007825246831204	2.9891225829207517	0.0	0.0	0.8272222291157407	0.0	25.431825251520024
hsa-miR-6516-3p	1.11267937086883	3.3872745514740403	0.463193916596377	0.0	0.0	0.0	1.0587113682838658	0.0	0.0	2.143562987526607	0.0	0.0	2.420907840440165	0.3688048025208177	0.8756840917098112	0.0	0.0	0.0	0.0	0.0	5.828739962424057	3.1577493141763204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1506162412934307	0.0	0.0	0.0	0.3453182303696396	0.0	0.269942399690754	2.002750875234435	0.0	0.0	0.0	0.0	0.0	0.0	0.8272222291157407	0.0	25.41315818172489
hsa-miR-224-3p	0.0	0.0	0.463193916596377	0.0	0.0	0.0	0.0	0.0	3.5036291758880242	4.287125975053214	0.0	0.0	0.44016506189821186	0.43795570299347103	0.5837893944732074	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.592735673190854	0.0	0.0	0.0	1.0114182376239493	3.5961478064697094	0.0	0.0	2.5011630408139784	0.8809744752328709	0.21974796478067976	0.0	0.2024567997680655	0.5168389355443703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1545293521069886	25.337932775577126
hsa-miR-3690	0.0	2.032364730884424	0.3087959443975847	0.0	0.0	0.0	0.0	0.0	4.671505567850699	0.0	0.0	0.0	1.1737734983952315	1.0372635070897998	0.0	0.0	0.0	0.0	0.0	2.180670752516767	0.0	0.0	5.701408675548511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5873163168219139	0.0	0.0	0.6073703993041965	0.9690730041456943	3.4289907451539787	0.0	0.8007825246831204	0.0	0.0	0.0	1.2408333436736112	0.0	24.740149010465533
hsa-miR-548ay-3p	2.781698427172075	3.3872745514740403	0.0	1.305686296463255	0.0	0.0	0.0	0.0	2.3357527839253494	3.2153444812899106	0.0	0.0	0.22008253094910593	0.48405630330857324	0.0	0.0	0.0	0.0	0.0	1.0903353762583834	0.0	0.0	0.0	1.6151728041079658	1.43275969217158	0.0	0.0	0.0	0.0	0.0	1.0114182376239493	2.397431870979806	0.0	0.0	0.0	0.0	0.5336736287530794	0.0	0.674855999226885	0.12920973388609258	0.0	0.0	0.0	0.0	1.2375364609179798	0.8383209437481857	0.0	0.0	24.690610122256217
hsa-miR-1291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.16135210110285775	0.0	0.0	0.0	4.730306315715781	0.0	3.27100612877515	0.0	1.5788746570881602	0.0	0.6460691216431863	0.0	0.0	0.0	2.68249697548466	0.0	0.0	0.0	0.0	0.0	2.724918150271061	0.0	4.111214217753398	0.0941776991917199	0.0	0.0	0.12920973388609258	0.0	0.0	0.0	0.0	1.2375364609179798	0.0	0.0	3.1545293521069886	24.66841260123644
