name	SRX3313436	SRX3313437	SRX3313434	SRX3313435	SRX3313432	SRX3313433	SRX3313430	SRX3313431	SRX3313454	SRX3313455	SRX3313456	SRX3313457	SRX3313443	SRX3313441	SRX3313438	SRX3313439	SRX3313440	SRX3313447	SRX3313446	SRX3313445	SRX3313442	SRX3313444	SRX3313425	SRX3313424	SRX3313427	SRX3313426	SRX3313421	SRX3313420	SRX3313423	SRX3313422	SRX3313450	SRX3313449	SRX3313448	SRX3313429	SRX3313428	SRX3313451	SRX3313452	SRX3313453	SRX3313418	SRX3313419	SRX3313458	SRX3313412	SRX3313413	SRX3313414	SRX3313415	SRX3313416	SRX3313417
hsa-miR-129-5p	251.7623363544814	540.0628436763551	21.73629526583489	426.52007013885594	16.519969338936907	488.1479336449758	485.90864917395527	0.0	133.15579227696404	0.0	278.57818198190085	280.8357672433161	0.0	250.39515485375358	603.347167087694	0.0	267.84518548279095	185.02909068481324	52.02733169158198	199.75585395627567	0.0	157.99785122922327	205.9611027745903	346.6204506065858	269.93467580845436	585.4673981395148	65.84145377929946	687.4624043997594	75.0431498111414	0.0	282.1815196757478	0.0	200.28707814534164	278.0727033722635	349.9970833576387	617.7033788374823	941.9379770070524	122.24938875305624	46.70423763116107	161.1928269192021	320.16392392905163	546.7403577583646	173.19016279875305	418.4450581638631	361.99095022624437	286.2458852154	0.0	11983.058641191677
hsa-miR-148b-3p	302.11480362537765	0.0	652.0888579750467	0.0	72.6878650913224	397.1373019484549	573.123022102614	500.36390101892283	0.0	517.6519308417021	360.18189185538694	112.33430689732644	69.69774411634877	234.745457675394	604.7568567304222	208.89910173386255	0.0	0.0	121.39710728035796	155.36566418821442	180.51938004487195	110.5984958604563	0.0	346.6204506065858	269.93467580845436	86.73591083548366	223.86094284961814	343.7312021998797	400.2301323260875	37.19054368442584	410.44584680108767	0.0	166.90589845445137	50.558673340411545	0.0	0.0	120.76127910346825	203.74898125509372	0.0	584.3239975821076	640.3278478581033	594.2829975634397	432.9754069968826	83.68901163277262	904.9773755656109	143.1229426077	112.70780501549731	11330.795611073245
hsa-miR-106b-3p	151.05740181268882	662.8043990573449	510.80293874712	189.5644756172693	725.2266539793302	82.7369379059281	137.05115745932073	386.6448326055313	532.6231691078561	621.1823170100425	678.1549682589707	168.50146034598967	302.02355783751136	31.299394356719198	250.92475640562972	104.44955086693128	535.6903709655819	82.23515141547254	485.58842912143183	688.0479414049495	77.36544859065941	110.5984958604563	166.7304165318112	189.06570033086498	0.0	151.78784396209642	223.86094284961814	0.0	425.244515596468	595.0486989508134	76.95859627520393	0.0	0.0	0.0	116.66569445254623	216.1961825931188	217.37030238624286	162.99918500407497	326.92966341812746	120.89462018940156	0.0	128.36512747370298	0.0	167.37802326554524	0.0	429.36882782310005	0.0	11229.43814983547
hsa-miR-1307-5p	201.4098690835851	270.03142183817755	1010.7377298613225	94.78223780863465	72.6878650913224	670.1691970380176	697.7149834292692	0.0	0.0	0.0	554.3424429336815	168.50146034598967	0.0	500.79030970750716	905.020750631541	0.0	234.3645372974421	41.11757570773627	0.0	0.0	0.0	31.599570245844657	117.69205872833732	630.2190011028832	215.94774064676346	65.05193312661275	184.35607058203846	0.0	125.07191635190235	0.0	256.5286542506798	0.0	0.0	0.0	0.0	648.5885477793564	193.2180465655492	162.99918500407497	280.2254257869664	161.1928269192021	0.0	1010.2810958578475	519.5704883962592	292.9115407147042	663.6500754147813	143.1229426077	0.0	11123.89750085573
hsa-miR-152-3p	251.7623363544814	245.48311076197956	934.6606964309003	0.0	176.7636719266249	74.46324411533529	186.8879419899828	0.0	0.0	207.06077233668083	33.76705236144252	0.0	92.93032548846503	187.7963661403152	104.31703356189101	104.44955086693128	0.0	226.14666639254952	242.79421456071591	0.0	335.2502772261908	268.59634708967957	451.1528917919597	126.04380022057666	269.93467580845436	281.8917102153219	513.5633394785357	343.7312021998797	725.4171148410336	421.4928284234929	205.22292340054383	0.0	367.19297659979304	0.0	0.0	61.770337883748226	0.0	0.0	404.77005947006256	151.11827523675197	1216.6229109303963	104.59380757116539	0.0	209.22252908193155	241.32730015082956	286.2458852154	450.83122006198926	10505.27539618603
hsa-miR-29c-3p	352.46727089627393	490.9662215239591	239.0992479241838	0.0	72.6878650913224	397.1373019484549	423.6126685106277	136.46288209606988	0.0	0.0	680.968889289091	112.33430689732644	0.0	234.745457675394	405.990617105738	0.0	100.44194455604661	185.02909068481324	69.36977558877598	466.09699256464324	51.57696572710628	315.99570245844654	176.53808809250597	378.13140066172997	431.8954812935269	477.04750959516014	316.03897814063737	0.0	0.0	0.0	333.4872505258837	734.2932874847769	267.0494375271222	75.83801001061731	116.66569445254623	772.1292235468529	120.76127910346825	162.99918500407497	108.97655447270915	181.34193028410235	0.0	309.02715873298865	0.0	543.978575613022	0.0	0.0	0.0	10241.18224508
hsa-miR-338-5p	302.11480362537765	0.0	54.34073816458723	0.0	6.607987735574763	421.95838332023334	456.8371915310691	250.18195050946142	199.73368841544607	310.59115850502127	233.55544549997748	0.0	0.0	344.29333792391117	418.6778238902923	156.67432630039693	133.92259274139548	82.23515141547254	294.8215462522979	66.58528465209189	309.46179436263765	284.3961322126019	19.61534312138955	283.5985504962975	269.93467580845436	520.415465012902	302.87068738477745	171.86560109993985	275.15821597418517	0.0	76.95859627520393	107.4575542660649	200.28707814534164	0.0	0.0	0.0	72.45676746208095	244.49877750611248	108.97655447270915	90.67096514205117	0.0	446.90081416770664	519.5704883962592	502.13406979663574	965.3092006033182	0.0	0.0	9505.668742189278
hsa-miR-132-3p	478.3484390735146	319.1280439905734	315.1762813546059	0.0	52.86390188459811	496.4216274355686	697.7149834292692	0.0	133.15579227696404	0.0	424.9020755481518	0.0	348.48872058174385	485.1406125291476	758.4130277878022	313.34865260079386	301.3258336681398	41.11757570773627	0.0	0.0	0.0	221.1969917209126	264.80713213875896	378.13140066172997	323.9216109701452	43.36795541774183	0.0	0.0	125.07191635190235	33.05826105282297	307.8343851008157	161.18633139909736	100.14353907267082	0.0	0.0	0.0	169.06579074485555	81.49959250203749	77.84039605193512	50.372758412250654	128.06556957162067	877.1617044036369	259.7852441981296	83.68901163277262	361.99095022624437	0.0	281.7695125387433	9495.505622037434
hsa-miR-136-5p	0.0	294.5797329143755	380.3851671521106	0.0	28.08394787619274	239.9371199271915	170.27568047976212	386.6448326055313	0.0	0.0	120.99860429516905	0.0	0.0	453.8412181724284	262.2022735474558	0.0	234.3645372974421	164.4703028309451	208.1093267663279	155.36566418821442	335.2502772261908	110.5984958604563	264.80713213875896	252.0876004411533	0.0	346.94364334193466	250.1975243613379	171.86560109993985	350.2013657853266	161.15902263251198	153.91719255040786	214.9151085321298	801.1483125813666	353.91071338288083	0.0	247.0813515349929	917.7857211863587	0.0	295.7935049973534	342.5347572033044	256.13113914324134	225.82753907410708	0.0	125.53351744915894	120.66365007541478	0.0	0.0	9397.611578651473
hsa-miR-126-3p	302.11480362537765	122.74155538098978	43.47259053166978	0.0	138.76774244707002	744.6324411533529	755.8578987150415	0.0	133.15579227696404	0.0	346.1122867047859	0.0	0.0	438.1915209940688	757.0033381450739	0.0	0.0	0.0	225.4517706635219	0.0	128.9424143177657	31.599570245844657	0.0	504.1752008823066	647.8432219402904	43.36795541774183	0.0	171.86560109993985	0.0	173.5558705273206	333.4872505258837	0.0	0.0	0.0	233.33138890509247	0.0	48.3045116413873	162.99918500407497	0.0	50.372758412250654	0.0	877.1617044036369	173.19016279875305	292.9115407147042	844.6455505279035	143.1229426077	0.0	8868.378570610512
hsa-miR-363-3p	201.4098690835851	98.19324430479183	86.94518106333956	0.0	515.4230433748315	91.01063169652092	120.43889594910003	250.18195050946142	0.0	207.06077233668083	436.15775966863265	224.66861379465288	162.6280696048138	156.496971783596	180.4402742692169	104.44955086693128	0.0	226.14666639254952	364.19132184107383	443.9018976806126	103.15393145421255	94.79871073753397	137.30740184972686	63.02190011028833	161.9608054850726	0.0	158.01948907031868	0.0	0.0	595.0486989508134	205.22292340054383	322.3726627981947	333.81179690890275	0.0	174.99854167881935	0.0	193.2180465655492	0.0	513.7466139427718	332.46020552085434	512.2622782864827	183.03916324953943	259.7852441981296	0.0	0.0	0.0	479.0081713158636	8692.981299744008
hsa-miR-144-3p	176.23363544813697	0.0	0.0	0.0	1617.3049982819232	49.64216274355686	166.12261510220694	0.0	199.73368841544607	0.0	84.41763090360631	0.0	0.0	78.248485891798	149.42710212919525	0.0	0.0	0.0	1265.9984044951616	554.8773721007658	0.0	142.19806610630096	0.0	126.04380022057666	269.93467580845436	0.0	131.6829075585989	171.86560109993985	0.0	1384.3146815869618	0.0	0.0	267.0494375271222	0.0	0.0	0.0	0.0	448.2477587612062	684.995485257029	0.0	256.13113914324134	87.95388363938908	0.0	0.0	0.0	0.0	197.23865877712032	8509.662190997738
hsa-miR-425-5p	100.70493454179255	0.0	358.64887188627574	0.0	500.5550709697883	239.9371199271915	236.72472652064488	295.66957787481806	532.6231691078561	0.0	509.3197064517581	112.33430689732644	46.465162744232515	140.8472746052364	187.48872248285818	0.0	0.0	0.0	693.6977558877597	244.14604372433692	232.09634577197824	110.5984958604563	19.61534312138955	283.5985504962975	161.9608054850726	0.0	0.0	0.0	0.0	570.2550031611962	0.0	0.0	66.76235938178056	353.91071338288083	291.6642361313656	123.54067576749645	48.3045116413873	203.74898125509372	202.38502973503128	80.59641345960105	256.13113914324134	247.2217269863909	259.7852441981296	0.0	241.32730015082956	0.0	140.88475626937165	8093.550075020864
hsa-miR-342-5p	579.0533736153071	0.0	1325.9140112159284	0.0	11.563978537255835	82.7369379059281	0.0	0.0	0.0	310.59115850502127	534.64499572284	505.504381037969	232.32581372116258	0.0	40.88099963911945	313.34865260079386	0.0	143.91151497707696	450.9035413270438	599.267561868827	464.19269154395647	0.0	68.65370092486343	126.04380022057666	0.0	195.15579937983824	92.17803529101923	515.5968032998195	150.0862996222828	41.32282631602871	0.0	0.0	133.5247187635611	0.0	116.66569445254623	0.0	0.0	0.0	62.27231684154809	251.86379206125326	576.295063072293	9.508527961015036	0.0	0.0	0.0	0.0	0.0	7934.006990424875
hsa-miR-218-5p	302.11480362537765	73.64493322859387	0.0	0.0	11.563978537255835	736.3587473627601	863.837598531476	0.0	0.0	0.0	436.15775966863265	0.0	0.0	532.0897040642263	1251.8044027426922	0.0	0.0	82.23515141547254	69.36977558877598	0.0	0.0	0.0	0.0	567.197100992595	161.9608054850726	0.0	0.0	0.0	0.0	0.0	256.5286542506798	0.0	0.0	0.0	0.0	0.0	0.0	162.99918500407497	0.0	0.0	0.0	1205.2059190586556	519.5704883962592	0.0	603.3182503770739	0.0	0.0	7835.957258329675
hsa-miR-130b-3p	75.52870090634441	171.8381775333857	369.5170195191932	0.0	100.77181296751513	0.0	33.22452302044139	295.66957787481806	399.46737683089214	414.12154467336165	132.25428841564988	393.17007414064255	0.0	125.19757742687679	69.07479249368458	0.0	100.44194455604661	185.02909068481324	225.4517706635219	44.39018976806126	464.19269154395647	0.0	294.2301468208433	126.04380022057666	161.9608054850726	368.6276210508056	105.34632604687913	0.0	325.1869825149461	293.3920668438039	179.57005797547586	161.18633139909736	233.66825783623193	404.46938672329236	291.6642361313656	185.31101365124468	193.2180465655492	0.0	155.68079210387023	332.46020552085434	0.0	28.525583883045105	0.0	0.0	120.66365007541478	0.0	84.53085376162299	7645.077317629195
hsa-miR-889-3p	75.52870090634441	147.28986645718774	0.0	0.0	14.867972405043217	595.7059529226823	635.4190027659415	0.0	0.0	0.0	374.25149700598797	0.0	0.0	563.3890984209456	916.298267773367	0.0	368.2871300388376	41.11757570773627	0.0	0.0	0.0	0.0	39.2306862427791	567.197100992595	377.9085461318361	86.73591083548366	0.0	0.0	0.0	0.0	230.8757888256118	0.0	133.5247187635611	0.0	0.0	0.0	0.0	203.74898125509372	0.0	0.0	0.0	910.4415522671895	259.7852441981296	209.22252908193155	422.32277526395177	0.0	0.0	7173.148898262237
hsa-miR-196a-5p	402.8197381671702	73.64493322859387	586.8799721775421	94.78223780863465	140.4197393809637	0.0	74.75517679599312	0.0	133.15579227696404	207.06077233668083	5.627842060240421	0.0	0.0	0.0	52.158516780945504	0.0	0.0	226.1466663925495	173.42443897193994	0.0	567.346622998169	521.3929090564368	235.38411745667463	0.0	0.0	0.0	302.8706873847775	0.0	300.1725992445656	57.851956842440195	153.91719255040786	268.64388566516226	100.14353907267082	252.7933667020577	0.0	123.54067576749645	120.76127910346825	203.74898125509372	93.40847526232214	0.0	128.06556957162067	0.0	606.1655697956356	502.13406979663574	0.0	143.1229426077	140.88475626937165	6993.2250227809245
hsa-miR-181c-3p	352.46727089627393	319.1280439905734	108.68147632917446	0.0	8.259984669468453	421.95838332023334	465.14332228617945	386.6448326055313	0.0	0.0	213.857998289136	449.33722758930577	0.0	125.19757742687679	493.39137495488995	104.44955086693128	0.0	0.0	0.0	0.0	232.09634577197824	31.599570245844657	117.69205872833732	189.06570033086498	539.8693516169087	43.36795541774183	0.0	0.0	0.0	41.32282631602871	51.30573085013596	429.8302170642596	66.76235938178056	278.0727033722635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	575.2659416414097	259.7852441981296	125.53351744915894	361.99095022624437	143.1229426077	0.0	6935.200458443361
hsa-miR-421	125.8811681772407	49.096622152395916	228.23110029126636	0.0	59.47188962017287	264.75820129896994	257.49005340842075	204.6943231441048	133.15579227696404	0.0	160.393498716852	0.0	0.0	328.6436407455516	242.4666185492602	417.7982034677251	234.3645372974421	123.35272712320882	86.71221948596997	0.0	128.9424143177657	173.79763635214562	0.0	126.04380022057666	0.0	0.0	355.54385040821705	0.0	400.2301323260875	90.91021789526317	76.95859627520393	161.18633139909736	200.28707814534164	101.11734668082309	0.0	216.1961825931188	0.0	0.0	404.77005947006256	110.82006850695144	192.098354357431	309.02715873298865	259.7852441981296	167.37802326554524	241.32730015082956	0.0	0.0	6632.9303910511235
hsa-miR-409-3p	151.05740181268882	73.64493322859387	0.0	0.0	14.867972405043217	479.874239854383	639.5720681434967	0.0	0.0	0.0	227.92760343973706	0.0	0.0	297.3442463888324	601.9374774449657	0.0	0.0	0.0	0.0	0.0	0.0	157.99785122922327	98.07671560694776	472.66425082716245	323.9216109701452	43.36795541774183	0.0	0.0	0.0	0.0	282.1815196757478	107.4575542660649	0.0	75.83801001061731	174.99854167881935	0.0	0.0	81.49959250203749	93.40847526232214	0.0	0.0	744.0423129494264	519.5704883962592	292.9115407147042	482.6546003016591	0.0	0.0	6436.81696252662
hsa-miR-181d-5p	176.23363544813697	49.096622152395916	97.81332869625702	0.0	23.12795707451167	488.1479336449758	693.561918051714	0.0	0.0	0.0	306.7173922831029	0.0	46.465162744232515	391.24242945899	655.5056838686396	0.0	100.44194455604661	61.67636356160441	0.0	0.0	0.0	205.39720659799028	147.11507341042164	409.64235071687415	485.8824164552178	108.41988854435458	0.0	0.0	50.02876654076094	0.0	153.91719255040786	0.0	0.0	202.23469336164618	0.0	0.0	0.0	81.49959250203749	0.0	110.82006850695144	0.0	701.2539371248588	259.7852441981296	83.68901163277262	301.65912518853696	0.0	0.0	6391.374938871567
hsa-miR-1298-3p	50.35246727089628	73.64493322859387	0.0	663.4756646604426	3.3039938677873817	99.28432548711372	112.13276519398968	0.0	0.0	0.0	5.627842060240421	0.0	0.0	0.0	39.47130999639119	0.0	133.92259274139548	226.14666639254952	398.87620963546186	0.0	154.73089718131882	205.39720659799028	254.99946057806417	0.0	0.0	477.04750959516014	26.336581511719782	343.7312021998797	125.07191635190235	128.10076157968902	359.1401159509517	0.0	66.76235938178056	0.0	0.0	494.1627030699858	0.0	81.49959250203749	0.0	433.20572234535564	0.0	61.805431746597726	0.0	209.22252908193155	0.0	930.2991269500501	112.70780501549731	6270.459692174774
hsa-miR-497-5p	151.05740181268882	270.03142183817755	152.15406686084424	0.0	90.859831364153	206.84234476482024	278.2553802961966	568.5953420669578	532.6231691078561	621.1823170100425	104.11507811444778	0.0	0.0	109.5478802485172	221.32127390833634	0.0	100.44194455604661	41.11757570773627	138.73955117755196	110.97547442015315	0.0	0.0	0.0	189.06570033086498	0.0	173.47182167096733	0.0	171.86560109993985	0.0	41.32282631602871	205.22292340054383	322.3726627981947	0.0	252.7933667020577	116.66569445254623	61.770337883748226	0.0	0.0	46.70423763116107	0.0	0.0	263.86165091816724	0.0	125.53351744915894	120.66365007541478	214.68441391155002	0.0	6003.858457894873
hsa-miR-149-5p	176.23363544813697	0.0	54.34073816458723	0.0	6.607987735574763	488.1479336449758	523.2862375719518	0.0	199.73368841544607	0.0	239.1832875602179	0.0	0.0	250.39515485375358	616.0343738722482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.61534312138955	378.13140066172997	0.0	43.36795541774183	0.0	0.0	0.0	0.0	230.8757888256118	107.4575542660649	0.0	0.0	0.0	277.96652047686706	0.0	162.99918500407497	0.0	20.149103364900263	0.0	591.9058655731859	606.1655697956356	167.37802326554524	784.3137254901961	0.0	0.0	5944.289072529836
