name	SRX1936168	SRX1936162	SRX1936158	SRX1936159	SRX1936164	SRX1936154	SRX1936155	SRX1936149	SRX1936157	SRX1936150	SRX1936151	SRX1936152	SRX1936153	SRX1936165	SRX1936161	SRX1936163	SRX1936167	SRX1936160	SRX1936166	SRX1936156
hsa-let-7f-1-3p	44.80342497293127	87.9584835957428	197.26054419252628	200.77825475892266	107.44878255906696	89.96201322314887	87.86381109280615	77.8039317694356	50.07302315877321	69.94540477594785	38.38945755696472	96.37144307631414	114.41518833490264	42.10038837608277	59.45126482565917	0.0	110.7765627221177	113.5036969775587	111.45573269957033	66.25734352224039	1766.6187521907125
hsa-miR-1304-3p	79.65053328521114	0.0	49.31513604813157	76.4869541938753	10.147314197603386	153.3155436619861	263.59143327841844	35.99883410227617	125.18255789693302	32.1370778700301	17.449753434983965	135.95257148265745	221.32774136915592	266.63579304852425	0.0	0.0	17.11569209440445	0.0	54.165402807267824	176.68624939264103	1715.1585881641004
hsa-miR-433-3p	0.0	109.9481044946785	147.94540814439472	382.43477096937653	0.0	48.1486831335163	263.59143327841844	54.57887750990258	125.18255789693302	45.36999228710131	24.42965480897755	8.604593131813763	35.63751767808443	0.0	0.0	0.0	0.0	162.14813853936957	0.0	265.02937408896156	1673.049105961528
hsa-miR-454-3p	0.0	0.0	86.30148808423024	57.36521564540648	129.43462998720761	154.58261427076286	197.69357495881383	126.57654571445492	141.8735656165241	86.95915188361084	80.26886580092624	252.97503807532462	185.69022369107148	0.0	0.0	0.0	8.08241015569099	32.42962770787391	30.207628488668597	88.34312469632052	1658.7837047768871
hsa-miR-3182	42.31434580776842	175.9169671914856	147.94540814439472	47.804346371172066	34.95186001396721	49.41575374229304	175.7276221856123	45.28885580608938	33.38201543918214	73.72623746653963	76.77891511392944	67.11582642814734	76.90201183165587	45.60875407408967	0.0	196.35435415780344	36.60856364636508	64.85925541574782	45.832263913842006	220.85781174080128	1657.3911684908867
hsa-miR-671-3p	719.3438787320631	87.9584835957428	24.657568024065785	47.804346371172066	98.31619978122392	3.8012118263302344	0.0	42.96635038013608	41.727519298977676	71.83582112124374	38.38945755696472	8.604593131813763	9.378294125811692	143.8429936182828	0.0	0.0	152.61492117510636	48.64444156181087	106.45584936351484	0.0	1646.3419296642605
hsa-miR-92a-1-5p	44.80342497293127	109.9481044946785	184.9317601804934	258.14347040432915	19.39264491097536	38.01211826330234	87.86381109280615	19.741296120603064	66.76403087836428	22.684996143550656	6.979901373993586	32.6974539008923	39.3888353284091	56.13385116811036	267.5306917154663	0.0	120.2852805523424	145.9333246854326	124.99708340138729	0.0	1646.2320795880678
hsa-miR-148a-5p	233.97344152530772	65.96886269680711	36.98635203609868	76.4869541938753	93.1297947468933	36.7450476545256	65.89785831960461	62.70764650073914	50.07302315877321	64.2741557400602	27.919605495974345	53.34847741724533	50.64278827938313	221.02703897443456	0.0	98.17717707890172	221.07768955272417	97.28888312362174	76.66487781951754	0.0	1632.3896743144876
hsa-miR-363-3p	0.0	0.0	184.9317601804934	76.4869541938753	41.82948408123173	206.53250923060938	197.69357495881383	55.74013022287924	50.07302315877321	85.06873553831495	66.30906305293907	285.6724919762169	196.9441766420455	24.558559886048283	0.0	0.0	1.4263076745337042	48.64444156181087	11.041409033789211	66.25734352224039	1599.2099649146153
hsa-miR-362-5p	7.467237495488544	175.9169671914856	73.97270407219736	0.0	81.17851358082709	77.29130713538143	0.0	143.99533640910468	158.56457333611516	86.95915188361084	153.5578302278589	61.95307054905909	80.65332948198055	0.0	59.45126482565917	98.17717707890172	6.1806665896460515	32.42962770787391	46.66557780318459	242.9435929148814	1587.357928283256
hsa-miR-382-5p	44.80342497293127	0.0	73.97270407219736	152.9739083877506	0.0	41.81333008963258	373.4211971444261	39.48259224120613	283.7471312330482	20.794579798254766	20.939704121980757	37.86020977998056	71.27503535616886	0.0	59.45126482565917	0.0	0.0	145.9333246854326	0.0	220.85781174080128	1587.3262184494704
hsa-miR-942-5p	7.467237495488544	109.9481044946785	24.657568024065785	86.04782346810971	31.456674012570495	41.81333008963258	219.65952773201536	39.48259224120613	308.7836428124348	54.82207401358075	62.819112365942274	25.813779395441287	28.134882377435073	0.0	59.45126482565917	0.0	20.443743334983093	64.85925541574782	158.32963897509057	242.9435929148814	1586.9338439889634
hsa-miR-181a-3p	57.248820798745506	87.9584835957428	24.657568024065785	38.24347709693765	77.68332757943035	262.28361601678614	0.0	46.45010851906603	16.69100771959107	43.47957594180542	73.28896442693265	208.23115378989306	286.97580024983773	133.31789652426212	118.90252965131835	0.0	46.117281476589774	64.85925541574782	0.416656944671291	0.0	1586.8055237714239
hsa-miR-7977	0.0	43.9792417978714	0.0	124.29130056504737	214.22107750496036	67.15474226516747	0.0	19.741296120603064	208.63759649488838	22.684996143550656	66.30906305293907	73.99950093359836	60.021082405194825	0.0	148.62816206414792	0.0	29.00158938218532	129.71851083149565	147.496558413637	220.85781174080128	1576.7425297160883
hsa-miR-132-3p	19.912633321302785	0.0	86.30148808423024	76.4869541938753	120.97853482253814	64.62060104761399	153.76166941241075	243.86306972509664	83.45503859795535	221.1787123996189	237.31664671578193	67.11582642814734	56.269764754870145	0.0	0.0	0.0	19.01743566044939	81.07406926968478	31.24927085034682	0.0	1562.6017152839222
hsa-miR-136-5p	4.978158330325696	0.0	221.91811221659208	219.8999933073915	0.0	34.21090643697211	131.79571663920922	47.61136123204268	141.8735656165241	47.2604086323972	38.38945755696472	43.02296565906882	84.40464713230521	0.0	89.17689723848875	0.0	0.0	243.22220780905437	0.0	154.6004682185609	1502.3648660258975
hsa-miR-2110	0.0	65.96886269680711	135.61662413236184	95.60869274234413	55.246488409173985	67.15474226516747	65.89785831960461	147.47909454803465	0.0	164.46622204074225	171.00758366284285	48.18572153815707	52.51844710454547	24.558559886048283	59.45126482565917	261.8058055437379	10.459589613247164	48.64444156181087	14.166336118823892	0.0	1488.2363350091086
hsa-miR-9985	0.0	344.5040607499926	53.4247307188092	25.495651397958433	11.331167520657113	50.049289046681416	14.64396851546769	22.83797002187413	44.50935391890952	36.863118733269815	32.57287307863674	46.464802911794315	66.89849809745672	0.0	277.4392358530761	196.35435415780344	1.584786305037449	156.74320058805725	2.3610560198039825	73.6192705802671	1457.697388215553
hsa-miR-369-5p	7.467237495488544	219.896208989357	98.63027209626314	143.4130391135162	0.5637396776446325	46.88161252473955	197.69357495881383	68.5139100656224	216.9831003546839	26.46582883414243	13.959802747987172	32.6974539008923	43.14015297873378	0.0	118.90252965131835	0.0	0.0	113.5036969775587	0.0	88.34312469632052	1437.0552850630825
hsa-miR-93-3p	0.0	0.0	49.31513604813157	19.121738548468826	77.11958790178572	164.71917914097682	0.0	134.70531470529147	83.45503859795535	207.94579798254767	247.7864987767723	104.97603620812791	148.1770471878247	0.0	0.0	0.0	0.9508717830224696	81.07406926968478	9.374781255104047	88.34312469632052	1417.0642221020141
hsa-miR-30c-2-3p	49.781583303256966	0.0	73.97270407219736	191.21738548468826	41.2657444035871	40.54625948085583	0.0	18.580043407626412	0.0	15.123330762367104	20.939704121980757	29.255616648166793	24.383564727110397	515.729757607014	0.0	0.0	261.96517622269033	64.85925541574782	22.916131956921003	44.17156234816026	1414.7078199623704
hsa-miR-708-5p	24.890791651628483	417.8027970797783	0.0	0.0	21.30935981496711	7.602423652660469	0.0	67.35265735264574	0.0	28.356245179438318	48.8593096179551	3.441837252725505	3.7513176503246766	0.0	356.707588953955	392.7087083156069	0.0	0.0	0.416656944671291	0.0	1373.1996934663568
hsa-miR-4443	109.51948326716531	0.0	0.0	95.60869274234413	65.84479434889307	20.273129740427915	65.89785831960461	26.708812398462968	183.60108491550176	28.356245179438318	31.409556182971137	17.209186263627526	30.010541202597413	154.36809071230348	0.0	0.0	59.90492233041558	48.64444156181087	333.3255557370328	88.34312469632052	1359.0255195989175
hsa-miR-331-3p	0.0	0.0	98.63027209626314	19.121738548468826	87.04140622833125	43.08040069840932	219.65952773201536	121.93153486254832	208.63759649488838	68.05498843065196	76.77891511392944	51.627558790882574	31.88620002775975	0.0	0.0	0.0	16.16482031138198	64.85925541574782	42.29067988413603	198.77203056672116	1348.5369252021355
hsa-miR-31-3p	52.270662468419815	43.9792417978714	110.95905610829604	47.804346371172066	53.44252144071116	168.52039096730704	65.89785831960461	29.031317824416266	41.727519298977676	22.684996143550656	6.979901373993586	204.78931653716757	191.3172001665585	28.06692558405518	0.0	0.0	54.19969163228076	113.5036969775587	42.49900835647168	44.17156234816026	1321.845213716573
hsa-miR-937-3p	84.62869161553684	87.9584835957428	0.0	0.0	27.285000398000214	8.869494261437213	0.0	16.25753798167311	0.0	17.01374710766299	34.89950686996793	8.604593131813763	11.25395295097403	887.6165215957451	0.0	0.0	18.066563877426923	48.64444156181087	5.2082118083911375	0.0	1256.306746756183
hsa-miR-485-5p	388.29634976540433	153.9273462925499	24.657568024065785	57.36521564540648	0.22549587105785301	6.335353043883724	0.0	11.612527129766507	16.69100771959107	18.90416345295888	6.979901373993586	0.0	7.502635300649353	0.0	326.98195654112544	98.17717707890172	0.0	64.85925541574782	0.6249854170069364	44.17156234816026	1227.3125004202695
hsa-miR-151b	2.489079165162848	32.984431348403554	24.657568024065785	0.0	52.315042085421894	432.0710775928699	0.0	303.08695808690584	50.07302315877321	78.45227832977935	43.62438358745991	91.20868719722588	55.33193534228898	14.03346279202759	0.0	0.0	2.1394615118005564	16.214813853936956	13.853843410320424	0.0	1212.5360454864428
hsa-miR-134-5p	94.58500827618823	241.8858298882927	73.97270407219736	47.804346371172066	0.3382438065867795	16.47191791409768	0.0	12.773779842743158	33.38201543918214	22.684996143550656	13.959802747987172	8.604593131813763	7.502635300649353	0.0	267.5306917154663	327.2572569296724	0.0	32.42962770787391	0.0	0.0	1201.1834492874734
hsa-miR-5100	84.62869161553684	109.9481044946785	0.0	57.36521564540648	53.21702556965331	19.00605913165117	0.0	0.0	33.38201543918214	15.123330762367104	17.449753434983965	13.76734901090202	22.50790590194806	0.0	624.2382806694213	0.0	38.51030721241001	48.64444156181087	62.706870173029294	0.0	1200.495350622981
hsa-miR-505-3p	0.0	0.0	73.97270407219736	162.53477766198503	21.196611879438183	91.22908383192562	0.0	71.99766820455234	166.9100771959107	75.61665381183552	94.2286685489134	96.37144307631414	103.1612353839286	0.0	0.0	0.0	4.7543589151123475	113.5036969775587	11.666394450796147	110.42890587040064	1197.5722798808688
hsa-miR-133a-3p	0.0	0.0	172.6029761684605	47.804346371172066	0.7892355487024855	46.88161252473955	175.7276221856123	51.09511937097263	267.0561235134571	41.58915959650953	20.939704121980757	53.34847741724533	66.27327848906928	0.0	0.0	0.0	0.0	97.28888312362174	0.0	132.51468704448078	1173.911225476024
hsa-miR-675-5p	4.978158330325696	0.0	0.0	0.0	296.8653142476635	35.47797704574885	0.0	135.86656741826812	91.80054245775088	219.288296054323	160.53773160185247	32.6974539008923	15.005270601298706	0.0	0.0	0.0	0.9508717830224696	0.0	55.4153736412817	110.42890587040064	1159.3124629528284
hsa-miR-1301-3p	4.978158330325696	0.0	0.0	0.0	47.241384986620204	111.50221357235354	43.93190554640307	67.35265735264574	141.8735656165241	126.65789513482449	118.65832335789096	91.20868719722588	63.7724000555195	0.0	89.17689723848875	0.0	1.901743566044939	32.42962770787391	13.124693757145666	176.68624939264103	1130.4964028125275
hsa-miR-340-3p	12.445395825814241	153.9273462925499	147.94540814439472	114.73043129081296	86.81591035727341	30.409694610641875	43.93190554640307	62.70764650073914	50.07302315877321	102.08248264597795	80.26886580092624	46.464802911794315	43.14015297873378	7.016731396013795	59.45126482565917	0.0	20.91917922649433	0.0	56.66534447529557	0.0	1118.9955859882978
hsa-miR-23a-5p	17.423554156139936	219.896208989357	147.94540814439472	19.121738548468826	53.893513182826865	43.08040069840932	0.0	34.83758138929952	33.38201543918214	49.150824977693084	24.42965480897755	41.302047032706064	13.129611776136368	0.0	59.45126482565917	163.6286284648362	21.8700510095168	162.14813853936957	12.49970834013873	0.0	1117.1903503231122
hsa-miR-411-3p	4.978158330325696	43.9792417978714	295.89081628878944	76.4869541938753	0.0	53.21696556862328	175.7276221856123	25.547559685486316	75.10953473815981	34.02749421532598	27.919605495974345	15.488267637264773	22.50790590194806	0.0	0.0	0.0	0.0	129.71851083149565	0.416656944671291	132.51468704448078	1113.5299808599048
hsa-miR-328-3p	22.401712486465634	87.9584835957428	36.98635203609868	66.92608491964089	139.69469212033994	30.409694610641875	153.76166941241075	88.25520618622545	33.38201543918214	136.10997686130392	125.63822473188455	20.651023516353032	20.63224707678572	17.54182849003449	0.0	0.0	4.7543589151123475	0.0	14.374664591159538	88.34312469632052	1087.8213596857024
hsa-miR-138-5p	92.09592911102538	307.8546925850998	0.0	0.0	25.14278962295061	35.47797704574885	0.0	24.386306972509665	16.69100771959107	34.02749421532598	34.89950686996793	70.55766368087285	75.02635300649354	10.525097094020692	118.90252965131835	229.0800798507707	0.9508717830224696	0.0	3.958240974377264	0.0	1079.5765401830952
hsa-miR-324-3p	12.445395825814241	0.0	61.64392006016446	38.24347709693765	72.83516635168652	122.90584905134423	0.0	91.73896432515541	158.56457333611516	85.06873553831495	118.65832335789096	108.41787346085341	121.91782363555198	17.54182849003449	0.0	0.0	4.278923023601113	32.42962770787391	22.70780348458536	0.0	1069.3982847459238
hsa-miR-324-5p	4.978158330325696	0.0	24.657568024065785	28.68260782270324	78.24706725707499	178.656955837521	43.93190554640307	92.90021703813206	33.38201543918214	62.383739394764305	83.75881648792303	196.1847234053538	170.6849530897728	0.0	0.0	0.0	4.7543589151123475	32.42962770787391	16.874606259187285	0.0	1052.5073205553954
hsa-miR-4791	131.92119575363094	65.96886269680711	61.64392006016446	28.68260782270324	35.402851756082924	6.335353043883724	153.76166941241075	6.967516277859905	33.38201543918214	7.561665381183552	17.449753434983965	12.046430384539267	3.7513176503246766	133.31789652426212	0.0	0.0	130.26943427407832	0.0	133.53855076714876	88.34312469632052	1050.3441653755665
hsa-miR-944	12.445395825814241	0.0	61.64392006016446	28.68260782270324	16.912190329338976	59.552318612507	109.82976386600768	19.741296120603064	66.76403087836428	37.80832690591776	13.959802747987172	106.69695483449065	76.90201183165587	0.0	89.17689723848875	196.35435415780344	29.95246116520779	0.0	50.62381877756185	66.25734352224039	1043.3034946968567
hsa-miR-3613-5p	0.0	0.0	61.64392006016446	47.804346371172066	63.58983563831455	133.0424139215582	87.86381109280615	33.67632867632287	16.69100771959107	26.46582883414243	34.89950686996793	147.9990018671967	135.04743541168835	0.0	0.0	0.0	17.11569209440445	0.0	113.74734589526244	110.42890587040064	1030.0153803229925
hsa-miR-548o-3p	87.11777078069969	0.0	61.64392006016446	57.36521564540648	31.83250046433358	36.7450476545256	109.82976386600768	34.83758138929952	91.80054245775088	22.684996143550656	59.32916167894548	49.90664016451982	30.010541202597413	45.60875407408967	0.0	0.0	41.83835845298866	32.42962770787391	102.63649403736135	88.34312469632052	983.9600404764354
hsa-miR-342-5p	39.82526664260557	241.8858298882927	24.657568024065785	0.0	27.623244204586992	48.1486831335163	0.0	95.22272246408536	0.0	105.86331533656973	34.89950686996793	53.34847741724533	37.51317650324677	35.08365698006898	208.0794268898071	0.0	6.656102481157287	0.0	6.874839587076301	0.0	965.6818164222921
hsa-miR-760	12.445395825814241	0.0	73.97270407219736	124.29130056504737	23.22607471895886	50.68282435106979	43.93190554640307	66.19140463966909	41.727519298977676	88.84956822890673	97.7186192359102	44.74388428543157	65.64805888068184	164.8931878063242	0.0	0.0	15.689384419870747	32.42962770787391	19.166219454879386	0.0	965.607679038016
hsa-miR-500a-3p	39.82526664260557	0.0	49.31513604813157	28.68260782270324	61.0530070889137	33.577371132583735	87.86381109280615	77.8039317694356	91.80054245775088	45.36999228710131	64.56408770944067	66.25536711496598	38.451005915827935	7.016731396013795	59.45126482565917	0.0	8.08241015569099	105.39629005059022	39.582409743772644	44.17156234816026	948.2627956021536
