name	SRX3292449	SRX3292448	SRX3292447	SRX3292446	SRX3292445	SRX3292444	SRX3292443	SRX3292442	SRX3292441	SRX3292440	SRX3292429	SRX3292428	SRX3292416	SRX3292415	SRX3292421	SRX3292420	SRX3292423	SRX3292422	SRX3292425	SRX3292424	SRX3292427	SRX3292426	SRX3292417	SRX3292435	SRX3292450	SRX3292451	SRX3292452	SRX3292453	SRX3292454	SRX3292438	SRX3292439	SRX3292418	SRX3292419	SRX3292432	SRX3292433	SRX3292430	SRX3292431	SRX3292436	SRX3292437	SRX3292434	SRX3292413	SRX3292414
hsa-miR-6857-3p	0.0	0.0	0.0	0.0	0.0	0.0	28.26146090556786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.338264647176236	0.0	35.75472260294381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.3544481556879
hsa-miR-4755-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.02779658568733	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.836481735295873	0.0	0.0	0.0	0.0	0.0	0.0	32.64400084874402	0.0	0.0	0.0	70.43081082775896
hsa-miR-125b-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.672963470591746	22.6927179068237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.36568137741544
hsa-miR-548j-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.794868404778457	9.383371726962649	0.0	17.824252866734003	9.02779658568733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.568705725803294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.59899530996573
hsa-miR-10a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.037062114249775	0.0	0.0	0.0	0.0	23.17577667821593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.64400084874402	0.0	0.0	0.0	67.85683964120972
hsa-miR-301a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.76567048897867	6.018531057124887	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.88521323236349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.59194643649877
hsa-miR-1278	0.0	0.0	0.0	0.0	0.0	0.0	10.598047839587947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.064858699937105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.568705725803294	0.0	0.0	0.0	14.836244946404065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.06785721173242
hsa-miR-4511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.059824539704607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.92176431450824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.98158885421284
hsa-miR-6763-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.97067603450266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.97067603450266
hsa-miR-4667-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.155921353452214	0.0	0.0	65.68583362330452
hsa-miR-4762-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.77042646472698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.77042646472698
hsa-miR-376a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.77042646472698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.77042646472698
hsa-miR-219a-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.02779658568733	0.0	0.0	4.922531658031725	0.0	34.763665017323895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.836244946404065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.550238207447016
hsa-miR-490-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	6.018531057124887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.672963470591746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.22140679756894
hsa-miR-4741	62.12530674370205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.12530674370205
hsa-miR-154-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	0.0	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.82781984854523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.280263776429265
hsa-miR-5695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.23044107862706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.966001273116035	0.0	0.0	0.0	61.196442351743094
hsa-miR-188-5p	0.0	0.0	0.0	0.0	49.841752436015646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.784352862901647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.626105298917295
hsa-miR-5188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.59120433823968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.59120433823968
hsa-miR-6837-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.854692944483066	18.766743453925297	0.0	0.0	6.018531057124887	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.562499113564975
hsa-miR-605-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6927179068237	0.0	0.0	0.0	28.27174804218145	0.0	0.0	0.0	0.0	0.0	59.49437821885745
hsa-miR-30c-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.67593874886242	29.70708811122334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.383026860085764
hsa-miR-124-3p	0.0	0.0	0.0	0.0	0.0	0.0	14.13073045278393	0.0	0.0	0.0	44.930694403882015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.061424856665944
hsa-miR-450b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.02779658568733	0.0	0.0	17.22886080311104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.88521323236349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.14187062116186
hsa-miR-4676-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.018531057124887	0.0	0.0	0.0	0.0	0.0	51.85556496638031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.874096023505196
hsa-miR-4437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.018531057124887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.51187348683872	0.0	57.530404543963606
hsa-miR-4721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.155921353452214	0.0	0.0	57.155921353452214
hsa-miR-3183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.155921353452214	0.0	0.0	57.155921353452214
hsa-miR-6732-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.155921353452214	0.0	0.0	57.155921353452214
hsa-miR-6810-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.98533801725133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.836481735295873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.8218197525472
hsa-miR-6753-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.967538827480055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.967538827480055
hsa-miR-338-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	15.046327642812217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.88521323236349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.46145314502801
hsa-miR-6825-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.306329145079314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.836481735295873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.170624495612905	0.0	53.31343537598809
hsa-miR-134-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.84746229021878	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.7699939482505
hsa-miR-597-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.383797487047588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.3144918909296
hsa-miR-656-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.059824539704607	0.0	0.0	0.0	0.0	0.0	0.0	17.22886080311104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.170624495612905	0.0	51.45930983842855
hsa-miR-5584-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.885596717664086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.836244946404065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.72184166406815
hsa-miR-550a-3p	0.0	0.0	0.0	0.0	0.0	0.0	24.72877829237187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.75593674341936	0.0	50.484715035791226
hsa-let-7e-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.383371726962649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.892176431450824	0.0	35.75472260294381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.03027076135728
hsa-miR-10401-3p	0.0	0.0	0.0	0.0	49.84175243601565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.84175243601565
hsa-miR-6765-5p	0.0	0.0	0.0	0.0	49.841752436015646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.841752436015646
hsa-miR-6130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.99511267241711	0.0	0.0	3.1277905756542164	0.0	0.0	0.0	7.974577048369796	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	3.2614509543005488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.881333616248007	0.0	8.585312247806453	0.0	49.74810877282786
hsa-miR-3196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.478007025877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.478007025877
hsa-miR-5100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.478007025877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.478007025877
hsa-miR-6743-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.966001273116035	0.0	0.0	0.0	48.966001273116035
hsa-miR-374a-3p	0.0	0.0	0.0	0.0	0.0	0.0	17.663413065979913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.92373114510939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.338264647176236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.92540885826554
hsa-miR-4781-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.82781984854523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.82781984854523
hsa-miR-4662a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.82781984854523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.82781984854523
hsa-miR-202-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.82781984854523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.82781984854523
hsa-miR-6515-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.672963470591746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.672963470591746
hsa-miR-4753-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.567918331816564	0.0	0.0	0.0	0.0	7.383797487047588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.95171581886415
hsa-miR-665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.84506331606345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.09061236601016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.935675682073615
hsa-miR-4286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.76567048897867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6927179068237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.45838839580237
hsa-miR-6807-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.35155335643186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.35155335643186
hsa-miR-550b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.35155335643186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.35155335643186
hsa-miR-6877-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.882835244489335	0.0	0.0	0.0	17.22886080311104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.170624495612905	0.0	46.28232054321328
hsa-miR-548k	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	30.092655285624435	0.0	0.0	7.383797487047588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.00636504252432
hsa-miR-6810-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.3854358136474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.3854358136474
hsa-miR-6894-3p	0.0	0.0	0.0	0.0	0.0	0.0	21.196095679175894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.836481735295873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.03257741447177
hsa-miR-214-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.383371726962649	0.0	35.648505733468006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.03187746043066
hsa-miR-6733-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015
hsa-miR-5588-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015
hsa-miR-365b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.922531658031725	0.0	0.0	17.285188322126768	0.0	0.0	0.0	0.0	0.0	0.0	22.6927179068237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.90043788698219
hsa-miR-4742-3p	0.0	0.0	0.0	0.0	0.0	0.0	17.663413065979913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.783959165908282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.338264647176236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.785636879064434
hsa-miR-3180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.368621785511234	0.0	0.0	0.0	8.610390588843087	1.312294195361893	2.8871913006038925	0.0	3.656256998304411	1.3888917824134355	0.0	0.0	0.0	0.0	0.0	2.659259741865657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7062480563092555	7.358126130545421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.947280579758285
hsa-miR-3179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.675938748862436	0.0	6.018531057124888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.338264647176234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.032734453163556
hsa-miR-6759-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.92656123903227	0.0	42.92656123903227
hsa-miR-4516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.34124899122581	0.0	42.871161261078115
hsa-miR-378i	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.40762206327217	0.0	0.0	0.0	0.0	0.0	42.40762206327217
